Date,State,Region,Consumption,latitude,longitude
2019-01-31,"Andhra Pradesh",SR,162.7,14.7504,78.57
2019-01-31,Telangana,SR,203.2,18.1124,79.0193
2019-01-31,Karnataka,SR,218.2,12.5704,76.92
2019-01-31,Kerala,SR,69.3,8.90037,76.57
2019-01-31,"Tamil Nadu",SR,244.1,12.9204,79.15
2019-01-31,Pondy,SR,4.2,11.935,79.83
2019-01-31,Bihar,ER,69.4,25.7854,87.48
2019-01-31,Jharkhand,ER,22.8,23.8004,86.42
2019-01-31,Odisha,ER,76.1,19.8204,85.9
2019-01-31,"West Bengal",ER,126.1,22.5804,88.3299
2019-01-31,Sikkim,ER,1.2,27.3333,88.6166
2019-01-31,"Arunachal Pradesh",NER,2,27.1004,93.6166
2019-01-31,Assam,NER,20.5,26.75,94.2167
2019-01-31,Manipur,NER,2.5,24.8,93.95
2019-01-31,Meghalaya,NER,3.4,25.5705,91.88
2019-01-31,Mizoram,NER,1.6,23.7104,92.72
2019-01-31,Nagaland,NER,2.1,25.667,94.1166
2019-01-31,Tripura,NER,3.9,23.8354,91.28
2019-02-02,Punjab,NR,63.6,31.52,75.98
2019-02-02,Haryana,NR,66.7,28.45,77.02
2019-02-02,Rajasthan,NR,141.3,26.45,74.64
2019-02-02,Delhi,NR,42.9,28.67,77.23
2019-02-02,UP,NR,234.8,27.6,78.05
2019-02-02,Uttarakhand,NR,17.8,30.3204,78.05
2019-02-02,HP,NR,13,31.1,77.1666
2019-02-02,J&K,NR,40.2,33.45,76.24
2019-02-02,Chandigarh,NR,2.3,30.72,76.78
2019-02-02,Chhattisgarh,WR,72.6,22.0904,82.16
